current_id,current_name,current_type,current_price,current_stock,current_categories,action,new_category,new_subcategory,new_handle,new_url,new_sku_suggested,watermark_status,tags_use_case,tags_problem,reason,notes,YOU_FILL_watermark_licence_number,YOU_FILL_watermark_certifier,YOU_FILL_watermark_valid_until,YOU_FILL_gtin_or_ean,YOU_FILL_supplier_name,YOU_FILL_decision_override,YOU_FILL_extra_notes,qf_no_description,qf_thin_description,qf_no_attributes,qf_low_images,qf_no_sku,qf_no_gtin,existing_watermark_signal,existing_wels_signal,current_image_count,current_description_length,current_sale_price,old_url_pattern
4137,"20"" x 4.5"" Whole House Rain Tank Water Filter System 5Mic sediment Steel Bracket",simple,282.0,,Whole House,KEEP,water-filters,parts,20-x-4-5-whole-house-rain-tank-water-filter-system-5mic-sediment-steel-bracket,/water-filters/parts/20-x-4-5-whole-house-rain-tank-water-filter-system-5mic-sediment-steel-bracket/,EA-WF-WH-03,not_required,,,Water filter fitting/component,,,,,,,,,YES,,YES,YES,YES,YES,,,1,0,,/product/20-x-4-5-whole-house-rain-tank-water-filter-system-5mic-sediment-steel-bracket/
3433,2X Home Plastic 3-Way Water Purifier Filters Tube Quick Connect Fitting White,simple,14.95,10.0,Fittings & Parts,KEEP,water-filters,parts,2x-home-plastic-3-way-water-purifier-filters-tube-quick-connect-fitting-white,/water-filters/parts/2x-home-plastic-3-way-water-purifier-filters-tube-quick-connect-fitting-white/,EA-WF-PART,not_required,,,Water filter fitting/component,,,,,,,,,,YES,YES,,YES,YES,,,4,128,,/product/2x-home-plastic-3-way-water-purifier-filters-tube-quick-connect-fitting-white/
3400,"30 Pics 1/4"" Locking Clips Clamps for Reverse Osmosis Water Filter Fittings 6mm",simple,14.95,9.0,Fittings & Parts,KEEP,water-filters,parts,30-pics-1-4-locking-clips-clamps-for-reverse-osmosis-water-filter-fittings-6mm,/water-filters/parts/30-pics-1-4-locking-clips-clamps-for-reverse-osmosis-water-filter-fittings-6mm/,EA-WF-RO-04,not_required,,,Water filter fitting/component,,,,,,,,,,YES,YES,YES,YES,YES,,,2,82,,/product/30-pics-1-4-locking-clips-clamps-for-reverse-osmosis-water-filter-fittings-6mm/
3647,"30 Pics 3/8"" Locking Clips Clamps for Reverse Osmosis Water Filter Fittings",simple,14.95,9.0,Fittings & Parts,KEEP,water-filters,parts,30-pics-3-8-locking-clips-clamps-for-reverse-osmosis-water-filter-fittings,/water-filters/parts/30-pics-3-8-locking-clips-clamps-for-reverse-osmosis-water-filter-fittings/,EA-WF-RO-10,not_required,,,Water filter fitting/component,,,,,,,,,,YES,YES,YES,YES,YES,,,1,219,,/product/30-pics-3-8-locking-clips-clamps-for-reverse-osmosis-water-filter-fittings/
3497,"5 x 1/4"" Push Fit Pipe Fitting Elbow Tube Connector Joiner Water Filter Fridge",simple,19.95,12.0,Fittings & Parts,KEEP,water-filters,parts,5-x-1-4-push-fit-pipe-fitting-elbow-tube-connector-joiner-water-filter-fridge,/water-filters/parts/5-x-1-4-push-fit-pipe-fitting-elbow-tube-connector-joiner-water-filter-fridge/,EA-WF-PART-05,not_required,,,Water filter fitting/component,,,,,,,,,,,YES,,YES,YES,,,4,464,,/product/5-x-1-4-push-fit-pipe-fitting-elbow-tube-connector-joiner-water-filter-fridge/
3476,"5 x Fridge Water Filter Fitting Threaded Elbow Quick Connect 6mm x 1/4"" Push Fit",simple,19.95,8.0,Fittings & Parts,KEEP,water-filters,parts,5-x-fridge-water-filter-fitting-threaded-elbow-quick-connect-6mm-x-1-4-push-fit,/water-filters/parts/5-x-fridge-water-filter-fitting-threaded-elbow-quick-connect-6mm-x-1-4-push-fit/,EA-WF-PART-04,not_required,,,Water filter fitting/component,,,,,,,,,,,YES,,YES,YES,,,6,381,,/product/5-x-fridge-water-filter-fitting-threaded-elbow-quick-connect-6mm-x-1-4-push-fit/
3543,5 x Water Filter Fitting Joiner Quick Connect 1/4' 6mm Fridge. Enviro Aqua,simple,19.95,10.0,Fittings & Parts,KEEP,water-filters,parts,5-x-water-filter-fitting-joiner-quick-connect-1-4-6mm-fridge-enviro-aqua,/water-filters/parts/5-x-water-filter-fitting-joiner-quick-connect-1-4-6mm-fridge-enviro-aqua/,EA-WF-RO-08,not_required,,,Water filter fitting/component,,,,,,,,,,YES,YES,,YES,YES,,,5,125,,/product/5-x-water-filter-fitting-joiner-quick-connect-1-4-6mm-fridge-enviro-aqua/
4387,"50Psi Pressure Limiting Protection Dual Check Valve - Quick Connect Water Filter Regulation in 3/8"" or 1'4""",variable,,,Fittings & Parts,KEEP,water-filters,parts,50psi-pressure-limiting-protection-dual-check-valve-quick-connect-water-filter-r,/water-filters/parts/50psi-pressure-limiting-protection-dual-check-valve-quick-connect-water-filter-r/,EA-WF-REV-11,not_required,,,Water filter fitting/component,,,,,,,,,,,,YES,YES,YES,,,1,673,,/product/50psi-pressure-limiting-protection-dual-check-valve-quick-connect-water-filter-r/
3458,"Inline Shutoff Ball Valve | Push Fit Quick Connect | 1/4""",simple,7.95,,Fittings & Parts,KEEP,water-filters,parts,inline-shutoff-ball-valve-push-fit-quick-connect-1-4,/water-filters/parts/inline-shutoff-ball-valve-push-fit-quick-connect-1-4/,EA-WF-INLN,not_required,,,Water filter fitting/component,,,,,,,,,,YES,,YES,YES,YES,,,1,180,,/product/inline-shutoff-ball-valve-push-fit-quick-connect-1-4/
3472,"Plastic Opening Handle Spanner Wrench For 10""x2.5”Water Filter Housing Universal",simple,12.95,2.0,Fittings & Parts,KEEP,water-filters,parts,plastic-opening-handle-spanner-wrench-for-10x2-5-water-filter-housing-universal,/water-filters/parts/plastic-opening-handle-spanner-wrench-for-10x2-5-water-filter-housing-universal/,EA-WF-REV-02,not_required,,,Water filter fitting/component,,,,,,,,,,YES,YES,,YES,YES,,,3,147,,/product/plastic-opening-handle-spanner-wrench-for-10x2-5-water-filter-housing-universal/
3450,RO Wrench for Water Filter wrenching 1812 Housing of Reverse Osmosis Membrane,simple,14.95,7.0,Fittings & Parts,KEEP,water-filters,parts,ro-wrench-for-water-filter-wrenching-1812-housing-of-reverse-osmosis-membrane,/water-filters/parts/ro-wrench-for-water-filter-wrenching-1812-housing-of-reverse-osmosis-membrane/,EA-WF-RO-06,not_required,,,Water filter fitting/component,,,,,,,,,,YES,YES,,YES,YES,,,3,131,,/product/ro-wrench-for-water-filter-wrenching-1812-housing-of-reverse-osmosis-membrane/
3381,"Reverse Osmosis RO Residential 1/4"" Drain Clamp",simple,19.95,9.0,Fittings & Parts,KEEP,water-filters,parts,reverse-osmosis-ro-residential-1-4-drain-clamp,/water-filters/parts/reverse-osmosis-ro-residential-1-4-drain-clamp/,EA-WF-RO-02,not_required,,,Water filter fitting/component,,,,,,,,,,YES,YES,YES,YES,YES,,,2,269,,/product/reverse-osmosis-ro-residential-1-4-drain-clamp/
3660,"Standard 10"" x 2.5"" water filter Standard Water Filter Housing White | Universal",simple,29.95,,Water Filters,KEEP,water-filters,parts,standard-10-x-2-5-water-filter-standard-water-filter-housing-white-universal,/water-filters/parts/standard-10-x-2-5-water-filter-standard-water-filter-housing-white-universal/,EA-WF-REV-08,not_required,,,Filter housing — system component,,,,,,,,,,,YES,,YES,YES,,,3,1450,,/product/standard-10-x-2-5-water-filter-standard-water-filter-housing-white-universal/
3508,"Tank Ball Valve | Push Fit Quick Connect | 1/4""",simple,7.95,8.0,Fittings & Parts,KEEP,water-filters,parts,tank-ball-valve-push-fit-quick-connect-1-4,/water-filters/parts/tank-ball-valve-push-fit-quick-connect-1-4/,EA-WF-REV-05,not_required,,,Water filter fitting/component,,,,,,,,,,YES,,,YES,YES,,,3,127,,/product/tank-ball-valve-push-fit-quick-connect-1-4/
3483,Tap Thread Adaptor Suitable for Countertop Systems 22mm to 24mm,simple,14.95,8.0,Fittings & Parts,KEEP,water-filters,parts,tap-thread-adaptor-suitable-for-countertop-systems-22mm-to-24mm,/water-filters/parts/tap-thread-adaptor-suitable-for-countertop-systems-22mm-to-24mm/,EA-WF-REV-03,not_required,,,Water filter fitting/component,,,,,,,,,,,YES,,YES,YES,,,6,405,,/product/tap-thread-adaptor-suitable-for-countertop-systems-22mm-to-24mm/
3355,"Water Filter Fitting Joiner Quick Connect 3/8"" . Enviro Aqua",simple,14.95,,Fittings & Parts,KEEP,water-filters,parts,water-filter-fitting-joiner-quick-connect-3-8-enviro-aqua,/water-filters/parts/water-filter-fitting-joiner-quick-connect-3-8-enviro-aqua/,EA-WF-RO,not_required,,,Water filter fitting/component,,,,,,,,,,YES,YES,,YES,YES,,,3,193,,/product/water-filter-fitting-joiner-quick-connect-3-8-enviro-aqua/
3403,"Water Filter Fitting Tee Quick Connect 3/8"". Enviro Aqua",simple,14.95,8.0,Fittings & Parts,KEEP,water-filters,parts,water-filter-fitting-tee-quick-connect-3-8-enviro-aqua,/water-filters/parts/water-filter-fitting-tee-quick-connect-3-8-enviro-aqua/,EA-WF-RO-05,not_required,,,Water filter fitting/component,,,,,,,,,,YES,YES,,YES,YES,,,5,200,,/product/water-filter-fitting-tee-quick-connect-3-8-enviro-aqua/
3624,"Water Filter Tube | High Pressure NSF Pipe | 1/4"" 6mm| LLDPE",variable,,,Fittings & Parts,KEEP,water-filters,parts,water-filter-tube-high-pressure-nsf-pipe-1-4-6mm-lldpe,/water-filters/parts/water-filter-tube-high-pressure-nsf-pipe-1-4-6mm-lldpe/,EA-WF-REV-07,not_required,,,Water filter tubing,,,,,,,,,,,,YES,YES,YES,,,1,938,,/product/water-filter-tube-high-pressure-nsf-pipe-1-4-6mm-lldpe/
12036,"Water Filter Tube | High Pressure NSF Pipe | 3/8"" | LLDPE",variable,,,Fittings & Parts,KEEP,water-filters,parts,water-filter-tube-high-pressure-nsf-pipe-3-8-lldpe,/water-filters/parts/water-filter-tube-high-pressure-nsf-pipe-3-8-lldpe/,EA-WF-REV-12,not_required,,,Water filter tubing,,,,,,,,,,,,YES,YES,YES,,,1,941,,/product/water-filter-tube-high-pressure-nsf-pipe-3-8-lldpe/
3465,"Water Pressure Reducing Valve with Quick Connect Fitting 1/4"" (6mm) tube",simple,24.95,1.0,Fittings & Parts,KEEP,water-filters,parts,water-pressure-reducing-valve-with-quick-connect-fitting-1-4-6mm-tube,/water-filters/parts/water-pressure-reducing-valve-with-quick-connect-fitting-1-4-6mm-tube/,EA-WF-PART-03,not_required,,,Water filter fitting/component,,,,,,,,,,,YES,YES,YES,YES,,,1,330,,/product/water-pressure-reducing-valve-with-quick-connect-fitting-1-4-6mm-tube/
3693,"3-Way RO System Water Shut Off Stop Valve 1/4”x 1/4 Quick connect x 1/2""",simple,19.95,10.0,Fittings & Parts,KEEP,water-filters,reverse-osmosis,3-way-ro-system-water-shut-off-stop-valve-1-4-x-1-4-quick-connect-x-1-2,/water-filters/reverse-osmosis/3-way-ro-system-water-shut-off-stop-valve-1-4-x-1-4-quick-connect-x-1-2/,EA-WF-RO-11,not_required,use:home-drinking-water,problem:fluoride-removal,RO system,,,,,,,,,,YES,YES,,YES,YES,,,5,127,,/product/3-way-ro-system-water-shut-off-stop-valve-1-4-x-1-4-quick-connect-x-1-2/
4076,5 Stage Undersink Home Drinking RO Water Filter System With 3 Way Tap,simple,599.95,,Fittings & Parts,KEEP,water-filters,reverse-osmosis,5-stage-undersink-home-drinking-ro-water-filter-system-with-3-way-tap,/water-filters/reverse-osmosis/5-stage-undersink-home-drinking-ro-water-filter-system-with-3-way-tap/,EA-WF-RO-5S,not_required,use:home-drinking-water,problem:fluoride-removal,Core filtration product,,,,,,,,,YES,,YES,YES,YES,YES,,,1,0,,/product/5-stage-undersink-home-drinking-ro-water-filter-system-with-3-way-tap/
4078,"5 Stages RO System , Stainless Steel Tap",simple,349.95,,Fittings & Parts,KEEP,water-filters,reverse-osmosis,5-stages-ro-system-stainless-steel-tap,/water-filters/reverse-osmosis/5-stages-ro-system-stainless-steel-tap/,EA-WF-RO-5S-02,not_required,use:home-drinking-water,problem:fluoride-removal,RO system,,,,,,,,,,,YES,YES,YES,YES,,,1,1864,,/product/5-stages-ro-system-stainless-steel-tap/
4102,5 stages RO Cartridges Replacement set For 5 Stages RO Water Filter System 5mic,simple,124.95,,Fittings & Parts,KEEP,water-filters,reverse-osmosis,5-stages-ro-cartridges-replacement-set-for-5-stages-ro-water-filter-system-5mic,/water-filters/reverse-osmosis/5-stages-ro-cartridges-replacement-set-for-5-stages-ro-water-filter-system-5mic/,EA-WF-RO-5S-03,not_required,use:home-drinking-water,problem:fluoride-removal,RO system,,,,,,,,,,,YES,YES,YES,YES,,,1,914,,/product/5-stages-ro-cartridges-replacement-set-for-5-stages-ro-water-filter-system-5mic/
11779,Under Sink Water Filter | 4 Stage | Reverse Osmosis System,simple,209.95,7.0,Water Filters,KEEP,water-filters,reverse-osmosis,under-sink-water-filter-4-stage-reverse-osmosis-system,/water-filters/reverse-osmosis/under-sink-water-filter-4-stage-reverse-osmosis-system/,EA-WF-RO-4S,not_required,use:home-drinking-water,problem:fluoride-removal,Core filtration product,,,,,,,,,YES,,,YES,YES,YES,,,1,0,,/product/under-sink-water-filter-4-stage-reverse-osmosis-system/
11783,Under Sink Water Filter | 5 Stage | Reverse Osmosis System,simple,259.95,5.0,Water Filters,KEEP,water-filters,reverse-osmosis,under-sink-water-filter-5-stage-reverse-osmosis-system,/water-filters/reverse-osmosis/under-sink-water-filter-5-stage-reverse-osmosis-system/,EA-WF-RO-5S-04,not_required,use:home-drinking-water,problem:fluoride-removal,Core filtration product,,,,,,,,,YES,,,YES,YES,YES,,,1,0,,/product/under-sink-water-filter-5-stage-reverse-osmosis-system/
11910,Under Sink Water Filter | 6 Stage | Reverse Osmosis System,simple,289.95,5.0,Water Filters,KEEP,water-filters,reverse-osmosis,under-sink-water-filter-6-stage-reverse-osmosis-system,/water-filters/reverse-osmosis/under-sink-water-filter-6-stage-reverse-osmosis-system/,EA-WF-RO-6S,not_required,use:home-drinking-water,problem:fluoride-removal,Core filtration product,,,,,,,,,YES,,,YES,YES,YES,,,1,0,,/product/under-sink-water-filter-6-stage-reverse-osmosis-system/
3577,"Under Sink Water Filter | 2 Stage | Sediment, Carbon",simple,99.95,4.0,Water Filters,KEEP,water-filters,under-sink,under-sink-water-filter-2-stage-sediment-carbon,/water-filters/under-sink/under-sink-water-filter-2-stage-sediment-carbon/,EA-WF-US-2S,not_required,use:home-drinking-water,,Core filtration product,,,,,,,,,,,,YES,YES,YES,,,1,1112,,/product/under-sink-water-filter-2-stage-sediment-carbon/
11760,"Under Sink Water Filter | 3 Stage | Sediment, Carbon, Alkaline",simple,129.95,7.0,Water Filters,KEEP,water-filters,under-sink,under-sink-water-filter-3-stage-sediment-carbon-alkaline,/water-filters/under-sink/under-sink-water-filter-3-stage-sediment-carbon-alkaline/,EA-WF-US-3S,not_required,use:home-drinking-water,problem:hard-water-and-scale,Core filtration product,,,,,,,,,,,,YES,YES,YES,,,1,1112,,/product/under-sink-water-filter-3-stage-sediment-carbon-alkaline/
4033,UV 0.5-1-GPM 11w Filters | UV Water Sterilizer Filter | 220v Phillip Lamp,simple,100.0,,Fittings & Parts,KEEP,water-filters,uv-sterilisation,uv-0-5-1-gpm-11w-filters-uv-water-sterilizer-filter-220v-phillip-lamp,/water-filters/uv-sterilisation/uv-0-5-1-gpm-11w-filters-uv-water-sterilizer-filter-220v-phillip-lamp/,EA-WF-UV-03,not_required,,problem:bacteria-and-pathogens,UV sterilizer / replacement lamp,,,,,,,,,,,YES,YES,YES,YES,,,1,563,,/product/uv-0-5-1-gpm-11w-filters-uv-water-sterilizer-filter-220v-phillip-lamp/
3949,UV Water Filter | Ultraviolet Sterilisation | 0.5-1 GPM | 6W | 12VDC,simple,99.95,,Water Filters,KEEP,water-filters,uv-sterilisation,uv-water-filter-ultraviolet-sterilisation-0-5-1-gpm-6w-12vdc,/water-filters/uv-sterilisation/uv-water-filter-ultraviolet-sterilisation-0-5-1-gpm-6w-12vdc/,EA-WF-UV,not_required,"use:rural-tank-water,use:home-drinking-water",problem:bacteria-and-pathogens,UV water sterilisation,,,,,,,,,,,,YES,YES,YES,,,1,472,,/product/uv-water-filter-ultraviolet-sterilisation-0-5-1-gpm-6w-12vdc/
11793,UV Water Filter | Ultraviolet Sterilisation | 0.5-1 GPM | 6W | 220V,simple,89.95,,Water Filters,KEEP,water-filters,uv-sterilisation,uv-water-filter-ultraviolet-sterilisation-0-5-1-gpm-6w-220v,/water-filters/uv-sterilisation/uv-water-filter-ultraviolet-sterilisation-0-5-1-gpm-6w-220v/,EA-WF-UV-05,not_required,"use:rural-tank-water,use:home-drinking-water",problem:bacteria-and-pathogens,UV water sterilisation,,,,,,,,,,,,YES,YES,YES,,,1,474,,/product/uv-water-filter-ultraviolet-sterilisation-0-5-1-gpm-6w-220v/
3954,UV Water Filter | Ultraviolet Sterilisation | 1500LPH | 25W | 220V – 240V,simple,244.95,,"Water Filters, Whole House",KEEP,water-filters,uv-sterilisation,uv-water-filter-ultraviolet-sterilisation-1500lph-25w-220v-240v,/water-filters/uv-sterilisation/uv-water-filter-ultraviolet-sterilisation-1500lph-25w-220v-240v/,EA-WF-UV-02,not_required,"use:rural-tank-water,use:home-drinking-water",problem:bacteria-and-pathogens,UV water sterilisation,,,,,,,,,,,YES,,YES,YES,,,3,3388,,/product/uv-water-filter-ultraviolet-sterilisation-1500lph-25w-220v-240v/
4135,UV Water Filter | Ultraviolet Sterilisation | 2700LPH | 55W | 220V - 240V,simple,385.0,,Water Filters,KEEP,water-filters,uv-sterilisation,uv-water-filter-ultraviolet-sterilisation-2700lph-55w-220v-240v,/water-filters/uv-sterilisation/uv-water-filter-ultraviolet-sterilisation-2700lph-55w-220v-240v/,EA-WF-UV-04,not_required,"use:rural-tank-water,use:home-drinking-water",problem:bacteria-and-pathogens,UV water sterilisation,,,,,,,,,YES,,YES,YES,YES,YES,,,1,0,,/product/uv-water-filter-ultraviolet-sterilisation-2700lph-55w-220v-240v/
4031,"Ultraviolet Water Sterilizer Stainless Steel Unit 40W, 2700LPH Full set 4 Pins",simple,365.0,,Fittings & Parts,KEEP,water-filters,uv-sterilisation,ultraviolet-water-sterilizer-stainless-steel-unit-40w-2700lph-full-set-4-pins,/water-filters/uv-sterilisation/ultraviolet-water-sterilizer-stainless-steel-unit-40w-2700lph-full-set-4-pins/,EA-WF-REV-10,not_required,"use:rural-tank-water,use:home-drinking-water",problem:bacteria-and-pathogens,UV water sterilisation,,,,,,,,,,,YES,YES,YES,YES,,,1,1084,,/product/ultraviolet-water-sterilizer-stainless-steel-unit-40w-2700lph-full-set-4-pins/
4028,"Ultraviolet Water Sterilizer Stainless Steel Unit 55W, 2700LPH Phillip Lamp",simple,385.0,,Fittings & Parts,KEEP,water-filters,uv-sterilisation,ultraviolet-water-sterilizer-stainless-steel-unit-55w-2700lph-phillip-lamp,/water-filters/uv-sterilisation/ultraviolet-water-sterilizer-stainless-steel-unit-55w-2700lph-phillip-lamp/,EA-WF-REV-09,not_required,"use:rural-tank-water,use:home-drinking-water",problem:bacteria-and-pathogens,UV water sterilisation,,,,,,,,,,,YES,YES,YES,YES,,,1,2010,,/product/ultraviolet-water-sterilizer-stainless-steel-unit-55w-2700lph-phillip-lamp/
4335,"20"" x 2.5"" Whole House Water Filter Replacement sediment, carbon, GAC Cartridges",simple,79.95,,Fittings & Parts,KEEP,water-filters,whole-house,20-x-2-5-whole-house-water-filter-replacement-sediment-carbon-gac-cartridges,/water-filters/whole-house/20-x-2-5-whole-house-water-filter-replacement-sediment-carbon-gac-cartridges/,EA-WF-WH-05,not_required,"use:whole-home-filtration,use:rural-tank-water","problem:sediment-and-rust,problem:chlorine-and-taste",Whole house filtration system,,,,,,,,,,,YES,YES,YES,YES,,,1,1840,,/product/20-x-2-5-whole-house-water-filter-replacement-sediment-carbon-gac-cartridges/
12600,3 Stages Whole House Water Filter and UV Ultraviolet Sterilization System,simple,1299.95,,Whole House,KEEP,water-filters,whole-house,3-stages-whole-house-water-filter-and-uv-ultraviolet-sterilization-system,/water-filters/whole-house/3-stages-whole-house-water-filter-and-uv-ultraviolet-sterilization-system/,EA-WF-WH-3S-04,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:bacteria-and-pathogens,Whole house filtration system,,,,,,,,,,,YES,,YES,YES,,,4,6679,,/product/3-stages-whole-house-water-filter-and-uv-ultraviolet-sterilization-system/
4233,4 Stages Whole House Water Filter and UV Ultraviolet Sterilization System,simple,1499.95,,Whole House,KEEP,water-filters,whole-house,4-stages-whole-house-water-filter-and-uv-ultraviolet-sterilization-system,/water-filters/whole-house/4-stages-whole-house-water-filter-and-uv-ultraviolet-sterilization-system/,EA-WF-WH-4S,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:bacteria-and-pathogens,Whole house filtration system,,,,,,,,,,,YES,,YES,YES,,,3,6688,,/product/4-stages-whole-house-water-filter-and-uv-ultraviolet-sterilization-system/
4314,Big Blue Whole House Water Filter and UV Ultraviolet Sterilization System,simple,499.95,,Fittings & Parts,KEEP,water-filters,whole-house,big-blue-whole-house-water-filter-and-uv-ultraviolet-sterilization-system,/water-filters/whole-house/big-blue-whole-house-water-filter-and-uv-ultraviolet-sterilization-system/,EA-WF-WH-04,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:bacteria-and-pathogens,Whole house filtration system,,,,,,,,,,,YES,YES,YES,YES,,,1,9027,,/product/big-blue-whole-house-water-filter-and-uv-ultraviolet-sterilization-system/
12509,Deluxe Stainless Steel Lockable Three Stage Big Blue Whole House Water Filter System,simple,1300.0,,Whole House,KEEP,water-filters,whole-house,deluxe-stainless-steel-lockable-three-stage-big-blue-whole-house-water-filter-sy,/water-filters/whole-house/deluxe-stainless-steel-lockable-three-stage-big-blue-whole-house-water-filter-sy/,EA-WF-WH-06,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:sediment-and-rust,Whole house filtration system,,,,,,,,,,,,,YES,YES,,,4,598,,/product/deluxe-stainless-steel-lockable-three-stage-big-blue-whole-house-water-filter-sy/
3644,Premium Three Stage Big Blue Whole House Water Filter System,simple,599.0,20.0,Whole House,KEEP,water-filters,whole-house,premium-three-stage-big-blue-whole-house-water-filter-system,/water-filters/whole-house/premium-three-stage-big-blue-whole-house-water-filter-system/,EA-WF-WH,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:sediment-and-rust,Whole house filtration system,,,,,,,,,,,YES,,YES,YES,,,4,3336,,/product/premium-three-stage-big-blue-whole-house-water-filter-system/
4052,"Twin 20"" x 4.5"" Big Blue Whole House Water Filter Sys BB 2 cartridges Set+Brac",simple,299.95,,Whole House,KEEP,water-filters,whole-house,twin-20-x-4-5-big-blue-whole-house-water-filter-sys-bb-2-cartridges-set-plus-bra,/water-filters/whole-house/twin-20-x-4-5-big-blue-whole-house-water-filter-sys-bb-2-cartridges-set-plus-bra/,EA-WF-WH-02,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:sediment-and-rust,Whole house filtration system,,,,,,,,,,,YES,YES,YES,YES,,,2,1317,,/product/twin-20-x-4-5-big-blue-whole-house-water-filter-sys-bb-2-cartridges-set-plus-bra/
12501,"WM 3 Stages 20"" x 4.5"" Triple Big Blue Whole House Water Filter System",simple,1299.95,,Whole House,KEEP,water-filters,whole-house,wm-3-stages-20-x-4-5-triple-big-blue-whole-house-water-filter-system,/water-filters/whole-house/wm-3-stages-20-x-4-5-triple-big-blue-whole-house-water-filter-system/,EA-WF-WH-3S-03,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:sediment-and-rust,Whole house filtration system, | NOTE: Original is canonical of duplicate group.,,,,,,,,,,,,YES,YES,YES,,6,10109,,/product/wm-3-stages-20-x-4-5-triple-big-blue-whole-house-water-filter-system/
11622,"Whole House Water Filter Replacement Set | 3 Stage | 5 Micron | 20"" x 2.5""",simple,69.95,,Filter Cartridges,KEEP,water-filters,whole-house,whole-house-water-filter-replacement-set-3-stage-5-micron-20-x-2-5,/water-filters/whole-house/whole-house-water-filter-replacement-set-3-stage-5-micron-20-x-2-5/,EA-WF-WH-3S-02,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:sediment-and-rust,Whole house filtration system,,,,,,,,,,,,YES,YES,YES,,,1,1027,,/product/whole-house-water-filter-replacement-set-3-stage-5-micron-20-x-2-5/
11614,"Whole House Water Filter Replacement Set | 3 Stage | 5 Micron | 20"" x 4.5""",simple,149.95,,Filter Cartridges,KEEP,water-filters,whole-house,whole-house-water-filter-replacement-set-3-stage-5-micron-20-x-4-5,/water-filters/whole-house/whole-house-water-filter-replacement-set-3-stage-5-micron-20-x-4-5/,EA-WF-WH-3S,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:sediment-and-rust,Whole house filtration system,,,,,,,,,YES,,,YES,YES,YES,,,1,0,,/product/whole-house-water-filter-replacement-set-3-stage-5-micron-20-x-4-5/
11717,"Whole House Water Filter | 1 Stage | 10"" x 2.5"" | Carbon",simple,64.95,9.0,"Water Filters, Whole House",KEEP,water-filters,whole-house,whole-house-water-filter-1-stage-10-x-2-5-carbon,/water-filters/whole-house/whole-house-water-filter-1-stage-10-x-2-5-carbon/,EA-WF-WH-1S-04,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:chlorine-and-taste,Whole house filtration system,,,,,,,,,,,,YES,YES,YES,,,1,504,,/product/whole-house-water-filter-1-stage-10-x-2-5-carbon/
3552,"Whole House Water Filter | 1 Stage | 10"" x 2.5"" | Sediment",simple,54.95,8.0,"Water Filters, Whole House",KEEP,water-filters,whole-house,whole-house-water-filter-1-stage-10-x-2-5-sediment,/water-filters/whole-house/whole-house-water-filter-1-stage-10-x-2-5-sediment/,EA-WF-WH-1S,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:sediment-and-rust,Whole house filtration system,,,,,,,,,,,,YES,YES,YES,,,1,504,,/product/whole-house-water-filter-1-stage-10-x-2-5-sediment/
11723,"Whole House Water Filter | 1 Stage | 10"" x 4.5"" | Carbon",simple,89.95,19.0,"Water Filters, Whole House",KEEP,water-filters,whole-house,whole-house-water-filter-1-stage-10-x-4-5-carbon,/water-filters/whole-house/whole-house-water-filter-1-stage-10-x-4-5-carbon/,EA-WF-WH-1S-05,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:chlorine-and-taste,Whole house filtration system,,,,,,,,,,,,YES,YES,YES,,,1,504,,/product/whole-house-water-filter-1-stage-10-x-4-5-carbon/
11726,"Whole House Water Filter | 1 Stage | 10"" x 4.5"" | Sediment",simple,79.95,29.0,"Water Filters, Whole House",KEEP,water-filters,whole-house,whole-house-water-filter-1-stage-10-x-4-5-sediment,/water-filters/whole-house/whole-house-water-filter-1-stage-10-x-4-5-sediment/,EA-WF-WH-1S-06,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:sediment-and-rust,Whole house filtration system,,,,,,,,,,,,YES,YES,YES,,,1,504,,/product/whole-house-water-filter-1-stage-10-x-4-5-sediment/
11729,"Whole House Water Filter | 2 Stage | 10"" x 4.5"" | Sediment, Carbon",simple,199.95,10.0,"Water Filters, Whole House",KEEP,water-filters,whole-house,whole-house-water-filter-2-stage-10-x-4-5-sediment-carbon,/water-filters/whole-house/whole-house-water-filter-2-stage-10-x-4-5-sediment-carbon/,EA-WF-WH-2S-02,not_required,"use:whole-home-filtration,use:rural-tank-water","problem:sediment-and-rust,problem:chlorine-and-taste",Whole house filtration system,,,,,,,,,YES,,,YES,YES,YES,,,1,0,,/product/whole-house-water-filter-2-stage-10-x-4-5-sediment-carbon/
